buurtcode,buurtnaam,wijkcode,gemeenteco,gemeentena,indelingsw,water,meestVoork,dekkingspe,omgevingsa,stedelijkh,bevolkings,aantalInwo,mannen,vrouwen,percentage,percenta_1,percenta_2,percenta_3,percenta_4,percenta_5,percenta_6,percenta_7,percenta_8,aantalHuis,percenta_9,percenta10,percenta11,gemiddelde,percenta12,percenta13,percenta14,percenta15,percGebInN,percGebI_1,percGebBui,percGebB_1,oppervlakt,oppervla_1,oppervla_2,jrstatcode,jaar,fuuid,max_overla,max_over_1,max_over_2,max_over_3,max_area,gm_code,gm_naam,gm_doel,doc_code,tvw_naam,doc_datum,doc_type,doc_status,doc_voorwa,doc_proces,doc_inhoud,bronvermel,pln_code,pln_naam,plansoort,startjaar,eindjaar,planstatus,planstat_1,planstat_2,techniekst,techniek_1,techniek_2,pln_voorwa,pln_doel,isolatiegr,isolatie_1,isolatie_2,installati,installa_1,installa_2,infrastruc,infrastr_1,infrastr_2,energiebro,energieb_1,energieb_2,energieb_3
BU01060001,Erfgoedkwartier,WK010600,GM0106,Assen,"3",NEE,"9401","1","2474","2","541","30","20","15","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","15","59","24","18",1.800000000000000,"-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","6","6","0",2023BU01060001,"2023",buurten.a91578b8-c529-497e-8349-7e7973a4db1a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060002,Overcingel,WK010600,GM0106,Assen,"3",NEE,"9401","1","2500","1","2217","440","190","250","4","4","8","20","65","20","48","14","18","285","55","38","7",1.500000000000000,"88","4","8","88","3","4","1","4","20","20","0",2023BU01060002,"2023",buurten.62232dee-42f9-4345-9bb3-d713c4a76dba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060003,Oranjebuurt,WK010600,GM0106,Assen,"3",NEE,"9401","1","2686","1","4462","930","425","505","8","14","26","22","30","48","33","12","7","545","55","31","14",1.600000000000000,"84","6","10","84","3","6","4","4","21","21","0",2023BU01060003,"2023",buurten.d92af953-c839-40f6-8f83-28fc37478b49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060004,Galgenveld,WK010600,GM0106,Assen,"3",NEE,"9401","1","2803","1","8359","885","440","445","6","18","30","20","25","58","22","13","7","605","68","22","10",1.400000000000000,"75","7","17","75","3","7","5","10","11","11","0",2023BU01060004,"2023",buurten.7c8ad0f4-de0d-468a-8383-7400df5c423c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060009,Asserbos,WK010600,GM0106,Assen,"3",NEE,"9401","1","987","4","44","55","25","25","16","15","35","20","15","49","38","11","2","30","57","27","17",1.800000000000000,"69","2","29","69","0","4","2","25","126","126","0",2023BU01060009,"2023",buurten.55f50281-3763-4224-8d27-a9413188caef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060010,De Esch,WK010600,GM0106,Assen,"1",NEE,"9401","1","1843","2","5252","690","330","360","10","8","16","32","35","40","42","10","8","345","39","37","24",2.000000000000000,"90","6","4","90","2","3","4","2","13","13","0",2023BU01060010,"2023",buurten.3642cba0-56c2-4328-8842-e9abea9e1e37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060011,Bomenbuurt,WK010600,GM0106,Assen,"3",NEE,"9401","1","1810","2","3080","520","245","275","8","8","11","33","40","36","42","13","8","290","51","31","18",1.800000000000000,"88","3","10","88","2","4","1","6","17","17","0",2023BU01060011,"2023",buurten.b326c724-7a78-4427-8381-7dea167b8f68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060012,Zuiderpark,WK010600,GM0106,Assen,"3",NEE,"9401","1","510","4","897","345","180","165","12","9","17","32","30","39","44","10","7","135","35","37","27",2.100000000000000,"87","2","11","87","1","6","1","5","39","39","0",2023BU01060012,"2023",buurten.730ca54b-abaa-4065-9de5-e0d1335b63a0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060201,Dichtershof,WK010602,GM0106,Assen,"3",NEE,"9402","1","2286","2","3801","670","305","370","12","6","17","22","43","36","38","11","15","380","52","30","17",1.700000000000000,"85","7","8","85","4","4","2","4","18","18","0",2023BU01060201,"2023",buurten.79fe5e02-cba1-4c8e-8d95-cb2d9f1f5ed2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060205,Componistenbuurt Oost,WK010602,GM0106,Assen,"3",NEE,"9402","1","1897","2","5448","2205","1070","1140","17","11","21","28","23","49","34","11","6","1045","42","25","32",2.100000000000000,"72","4","24","72","2","11","2","13","40","40","0",2023BU01060205,"2023",buurten.af13a2ca-91d2-412f-bd08-ef3f058a3ac5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060302,Houtlaan,WK010603,GM0106,Assen,"3",NEE,"9403","1","523","4","1929","335","175","160","10","13","7","48","22","36","56","6","2","135","12","52","36",2.500000000000000,"91","3","6","91","1","2","2","4","17","17","0",2023BU01060302,"2023",buurten.558e3c25-5fae-41fd-a9d4-c0d735b9ef7f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060303,Vreebergen/Amelterhout,WK010603,GM0106,Assen,"3",NEE,"9403","1","750","4","1588","455","220","235","13","12","13","30","33","35","54","6","5","200","22","46","32",2.300000000000000,"91","3","6","91","2","3","1","3","29","29","0",2023BU01060303,"2023",buurten.f30cf450-06da-42e4-984d-dfb1845530b8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060304,Schildersbuurt,WK010603,GM0106,Assen,"3",NEE,"9403","1","1916","2","5577","1255","610","650","17","12","27","25","19","54","33","11","2","615","41","27","31",2.000000000000000,"83","4","13","83","2","6","3","6","23","23","0",2023BU01060304,"2023",buurten.96cd6f4b-13c8-4354-8425-2c90719b26fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060305,Vredeveld Noord,WK010603,GM0106,Assen,"3",NEE,"9404","1","1954","2","4560","1875","945","930","11","11","29","26","23","56","30","9","5","1095","53","26","20",1.700000000000000,"86","6","8","86","3","4","3","4","41","41","0",2023BU01060305,"2023",buurten.871612fd-7d9f-4bb0-860e-9f02e6af44bb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060306,Sluisdennen,WK010603,GM0106,Assen,"3",NEE,"9404","1","1125","3","777","335","145","190","3","2","8","16","71","18","49","6","27","150","40","54","6",1.700000000000000,"86","4","10","86","3","2","1","7","43","43","0",2023BU01060306,"2023",buurten.bd84cd9f-462c-449d-b293-470678b77e82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060307,Vredeveld Zuid,WK010603,GM0106,Assen,"3",NEE,"9404","1","1272","3","5094","2305","1090","1215","13","9","25","25","28","49","32","12","7","1265","53","24","23",1.800000000000000,"82","3","14","82","2","5","2","9","45","45","0",2023BU01060307,"2023",buurten.bb9a720a-cfae-42f5-902c-39bd56845c35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060308,De Dorpen,WK010603,GM0106,Assen,"3",NEE,"9404","1","1800","2","5003","1155","585","570","13","9","25","26","27","52","29","14","5","645","53","23","24",1.800000000000000,"82","5","13","82","2","5","3","8","23","23","0",2023BU01060308,"2023",buurten.1197eed6-755a-4a02-af07-8c4a73eacbdc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060309,GGZ-terrein,WK010603,GM0106,Assen,"3",NEE,"9404","1","937","4","597","310","225","90","0","3","35","34","28","71","5","17","6","15","100","0","0",1.000000000000000,"72","6","22","72","3","10","3","12","53","52","1",2023BU01060309,"2023",buurten.33fdab74-d8ba-45ce-8b20-1545e22161f8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060310,Park Diepstroeten,WK010603,GM0106,Assen,"3",NEE,"9404","1","293","5","2955","1080","555","530","24","7","35","24","9","51","43","5","1","415","19","31","50",2.600000000000000,"89","3","8","89","2","5","1","2","37","37","0",2023BU01060310,"2023",buurten.44eb18fc-e7de-4bb5-86f8-4eb1595f090b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060311,Vanboeijen,WK010603,GM0106,Assen,"3",NEE,"9404","1","562","4","1090","235","150","85","3","6","23","29","38","98","0","1","0","0","-99999999","-99999999","-99999999",-99999999.000000000000000,"89","2","9","89","1","4","1","5","22","22","1",2023BU01060311,"2023",buurten.281eceb6-7d14-4445-8d31-ddba0a94a44e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060500,De Maten,WK010605,GM0106,Assen,"3",NEE,"9405","1","298","5","633","370","230","140","23","18","44","15","0","62","33","4","1","5","-99999999","-99999999","-99999999",2.000000000000000,"1","5","94","1","0","6","5","88","58","58","0",2023BU01060500,"2023",buurten.9618d285-a643-40e7-9a02-b510fc16440e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060501,De Boskamp,WK010605,GM0106,Assen,"3",NEE,"9405","2","182","5","-99999999","5","5","5","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","5","-99999999","-99999999","-99999999",2.700000000000000,"-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","68","67","1",2023BU01060501,"2023",buurten.ce96319f-5980-41d0-930a-8af489de4e48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060502,Baggelhuizen Zuid,WK010605,GM0106,Assen,"3",NEE,"9405","1","426","5","2275","1185","570","610","14","13","19","29","25","43","42","10","6","550","32","33","35",2.100000000000000,"78","16","6","78","2","3","14","3","52","52","0",2023BU01060502,"2023",buurten.9dffc58e-bb6a-4c40-a576-1337e9b340de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060503,Baggelhuizen Midden,WK010605,GM0106,Assen,"3",NEE,"9405","1","565","4","4154","1655","805","845","15","13","22","29","22","46","36","12","5","775","38","26","36",2.100000000000000,"85","5","10","85","3","6","2","4","40","40","0",2023BU01060503,"2023",buurten.33630cb8-d67b-4716-9405-3da4e37614a4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060504,Baggelhuizen Noord,WK010605,GM0106,Assen,"3",NEE,"9405","1","560","4","3268","720","330","395","20","17","20","26","17","55","27","13","4","325","39","18","43",2.200000000000000,"66","5","29","66","2","12","3","17","22","22","0",2023BU01060504,"2023",buurten.b6ae68e5-71de-430e-bb60-e839bb1c0a8d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060508,Westerpark,WK010605,GM0106,Assen,"3",NEE,"9405","1","901","4","1481","550","280","275","7","9","9","29","47","24","64","5","7","265","24","55","21",2.100000000000000,"91","4","5","91","3","3","1","2","37","37","0",2023BU01060508,"2023",buurten.9e899c0a-3410-49ea-b5c4-582b7b85948a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060509,Sportpark Stadsbroek,WK010605,GM0106,Assen,"3",NEE,"9405","2","529","4","-99999999","0","0","0","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","0","-99999999","-99999999","-99999999",-99999999.000000000000000,"-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","44","44","0",2023BU01060509,"2023",buurten.d4890add-f4b9-495c-8aac-f64904369e9d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060600,De Venen/De Wallen,WK010606,GM0106,Assen,"3",NEE,"9407","1","1520","2","3871","970","500","470","17","11","24","27","21","47","41","8","4","450","36","32","33",2.100000000000000,"79","4","17","79","3","9","2","8","25","25","0",2023BU01060600,"2023",buurten.3a738ca9-ac2f-48b6-9464-d90d9ce16954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060602,De Landen/De Akkers,WK010606,GM0106,Assen,"3",NEE,"9407","1","1414","3","5649","2215","1065","1145","16","13","26","28","17","49","37","10","4","1065","41","27","32",2.100000000000000,"84","5","11","84","2","5","3","6","39","39","0",2023BU01060602,"2023",buurten.88f355f7-834f-4247-8b5f-bcf17dcb74f0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060603,De Kampen/De Essen,WK010606,GM0106,Assen,"3",NEE,"9407","1","1508","2","3604","1520","755","765","17","14","24","27","18","47","39","9","4","685","30","34","36",2.200000000000000,"84","5","11","84","3","6","2","5","42","42","0",2023BU01060603,"2023",buurten.c81ef66e-9c53-4a58-aaf8-3a7a2f119d4c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060604,Peelerpark,WK010606,GM0106,Assen,"3",NEE,"9407","1","722","4","118","50","25","30","16","8","14","52","10","38","52","8","2","20","11","58","32",2.600000000000000,"98","0","2","98","0","2","0","0","48","42","6",2023BU01060604,"2023",buurten.bede0ba6-843b-4c24-83b7-dc316f11f491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060700,Messchenveld,WK010607,GM0106,Assen,"3",NEE,"9403","1","770","4","179","150","75","70","18","18","16","43","5","48","47","3","1","50","8","31","60",3.100000000000000,"78","3","19","78","1","11","3","7","86","82","4",2023BU01060700,"2023",buurten.7a0078f3-da23-47e0-9379-301f54d1d574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060701,De Messchen,WK010607,GM0106,Assen,"3",NEE,"9403","1","691","4","3337","840","415","425","13","12","14","35","26","39","50","8","4","350","21","43","36",2.400000000000000,"89","3","7","89","2","4","2","3","30","25","5",2023BU01060701,"2023",buurten.6eeef0f9-d270-42b2-8ca8-df1c7aeba78f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060702,De Hamels,WK010607,GM0106,Assen,"3",NEE,"9403","1","911","4","3073","540","270","270","13","12","15","37","22","33","59","5","3","215","14","46","40",2.500000000000000,"93","4","4","93","2","3","2","1","19","18","2",2023BU01060702,"2023",buurten.29e85afe-065e-43a2-9f91-24f2a9a73488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060703,De Kleuven,WK010607,GM0106,Assen,"1",NEE,"9403","1","1056","3","5720","1085","530","555","18","13","27","31","12","51","37","9","3","470","29","27","44",2.300000000000000,"86","4","10","86","3","5","2","5","19","19","0",2023BU01060703,"2023",buurten.87a34a0a-6cf6-4299-92ab-fd3e9b39f93e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060704,De Dreven,WK010607,GM0106,Assen,"1",NEE,"9403","1","1248","3","5706","1125","545","585","17","13","25","31","14","47","43","8","2","465","27","31","42",2.400000000000000,"84","2","14","84","1","8","1","6","20","20","0",2023BU01060704,"2023",buurten.1a6b8531-e346-4d4b-81dc-17d135594af5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060705,De Breen,WK010607,GM0106,Assen,"3",NEE,"9403","1","1215","3","3148","945","460","480","15","11","20","30","24","39","51","5","5","395","23","41","35",2.400000000000000,"90","3","7","90","2","3","1","5","30","30","0",2023BU01060705,"2023",buurten.66ff473c-4da4-4db4-b9cf-7305a0088cbf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060706,De Hoven,WK010607,GM0106,Assen,"3",NEE,"9403","1","1412","3","3353","850","435","415","12","11","14","33","31","34","58","6","2","360","18","48","33",2.400000000000000,"93","2","5","93","1","4","1","2","25","25","0",2023BU01060706,"2023",buurten.2d89e407-3c94-4d54-b148-2251b968da37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060707,De Heugten,WK010607,GM0106,Assen,"1",NEE,"9403","1","1417","3","5879","1200","575","620","16","11","25","28","20","45","39","12","4","575","38","28","33",2.100000000000000,"85","5","9","85","3","4","3","5","20","20","0",2023BU01060707,"2023",buurten.028e4aee-20f8-4367-bdb5-7693cebd48bb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060708,De Beemden,WK010607,GM0106,Assen,"1",NEE,"9403","1","1380","3","4260","825","405","430","19","12","21","32","16","49","38","9","4","350","28","30","42",2.400000000000000,"83","4","13","83","3","6","1","7","19","19","0",2023BU01060708,"2023",buurten.b91bb1ae-0818-44d8-a859-fbc11a3a99a6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060709,De Hullen,WK010607,GM0106,Assen,"1",NEE,"9403","1","1351","3","7224","965","470","495","16","13","22","32","17","43","47","6","4","395","23","36","41",2.400000000000000,"84","3","13","84","2","7","1","6","13","13","0",2023BU01060709,"2023",buurten.e207bfa0-872c-4808-ab08-523687253c1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060710,De Stoepen,WK010607,GM0106,Assen,"3",NEE,"9403","1","1023","3","4517","2205","1095","1110","18","15","22","36","10","48","45","6","2","825","18","31","51",2.700000000000000,"88","4","8","88","2","5","2","3","52","49","3",2023BU01060710,"2023",buurten.a2be6977-bc22-469a-926f-19ef06dd50bc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060711,De Goorns,WK010607,GM0106,Assen,"1",NEE,"9403","1","1318","3","4670","695","340","365","16","11","22","30","20","46","41","9","4","325","38","29","33",2.100000000000000,"82","4","14","82","2","7","1","7","15","15","0",2023BU01060711,"2023",buurten.7551896e-2107-4b49-9534-71e68bbc7841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060712,Bedrijventerrein Marsdijk West,WK010607,GM0106,Assen,"3",NEE,"9403","1","1308","3","416","160","90","70","16","13","25","31","16","48","41","10","1","65","28","30","42",2.400000000000000,"91","4","5","91","3","3","2","3","38","38","0",2023BU01060712,"2023",buurten.0eb332e2-659f-4bdc-a528-1d82ec2a3277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060713,Bedrijventerrein West,WK010607,GM0106,Assen,"3",NEE,"9403","3","1427","3","457","160","100","65","8","21","47","20","4","79","19","1","1","125","86","5","10",1.300000000000000,"9","67","24","9","0","0","67","24","35","35","0",2023BU01060713,"2023",buurten.69cb683c-3e73-4ce2-bf07-699cc99b6b62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060714,Bedrijventerrein Oost,WK010607,GM0106,Assen,"3",NEE,"9403","1","1009","3","153","50","25","25","8","20","20","25","27","45","27","16","12","30","55","24","21",1.800000000000000,"90","2","8","90","0","4","2","4","33","33","0",2023BU01060714,"2023",buurten.0244af72-a53b-454c-9328-0c2d8b3b4282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060715,Bedrijventerrein Marsdijk Oost,WK010607,GM0106,Assen,"3",NEE,"9403","1","652","4","264","195","100","95","7","18","16","43","15","39","49","9","3","75","17","34","49",2.600000000000000,"89","2","9","89","1","5","1","4","79","73","5",2023BU01060715,"2023",buurten.078bb008-4b70-46f7-880d-2c7a6e4cd7f6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060716,Havenkanaal Noordzijde,WK010607,GM0106,Assen,"3",NEE,"9403","1","1042","3","31","10","10","5","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","5","-99999999","-99999999","-99999999",2.600000000000000,"-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","46","41","5",2023BU01060716,"2023",buurten.b0fa89db-a7ef-43a3-b848-f6710e3575b8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060717,Havenkanaal Zuidzijde,WK010607,GM0106,Assen,"3",NEE,"9403","1","1803","2","400","95","75","20","2","18","47","29","4","78","7","14","1","15","71","24","6",1.300000000000000,"51","3","46","51","0","9","3","37","25","24","0",2023BU01060717,"2023",buurten.7674b3ee-8d2f-46ba-b3f3-396db89fa8d9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01069900,Loon,WK010699,GM0106,Assen,"1",NEE,"9409","1","143","5","933","250","115","135","10","11","11","36","32","31","55","5","10","110","25","44","31",2.300000000000000,"93","2","5","93","2","3","0","2","27","27","0",2023BU01069900,"2023",buurten.2f853713-6484-4b46-a836-80087f5e0cae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01069908,Ter Aard,WK010699,GM0106,Assen,"1",NEE,"9487","1","167","5","419","75","40","35","16","12","19","30","23","49","32","14","4","30","17","47","37",2.600000000000000,"97","3","0","97","1","0","1","0","18","18","0",2023BU01069908,"2023",buurten.419ad996-a699-487a-8612-4e716d063cef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01069912,Witten,WK010699,GM0106,Assen,"3",NEE,"9405","1","160","5","332","70","35","35","8","21","10","42","19","39","51","6","4","30","22","37","41",2.700000000000000,"92","3","6","92","0","1","3","4","22","22","0",2023BU01069912,"2023",buurten.aa84535b-8274-4564-8cf1-b349a356e8d5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01069915,Anreep/Schieven,WK010699,GM0106,Assen,"3",NEE,"9404","1","295","5","234","60","35","20","8","18","18","35","20","57","40","3","0","20","25","45","30",2.300000000000000,"92","7","2","92","5","2","2","0","26","26","0",2023BU01069915,"2023",buurten.be095a9f-7d43-4a08-a90a-eb3fddc89510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01069918,Dijkveld,WK010699,GM0106,Assen,"3",NEE,"9403","1","223","5","28","30","10","10","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","15","25","42","33",2.300000000000000,"-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","98","97","1",2023BU01069918,"2023",buurten.6ea2e381-44b5-4a07-8bcd-9f12f24b9cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
